name,games played,wins,losses,last_played,os_elo,os_mu,os_sigma,os_rank,ts_elo,ts_mu,ts_sigma
THEONEHANDEDMAN,133,66,67,2021-05-26 00:00:00,1549.8435764324809,26.02700664749892,2.8218184864365634,17.561551188189227,1551.8090902153526,24.954003151616902,1.5179987764487108
THEVOLSKINATOR,1,0,1,2019-05-27 00:00:00,1414.381560830946,21.161414526706633,8.161786356880855,-3.3239445439359336,1326.9994861562518,17.920509691646867,7.128092610369051
THOR,1,0,1,2023-11-13 00:00:00,1439.630283368174,22.06831071374237,7.883077678838149,-1.5809223227720786,1417.7639039654246,20.760205716781876,7.394186725875238
THTB,16,6,10,2019-04-01 00:00:00,1345.2570959675363,18.678567581754056,6.760164342197323,-1.6019254448379137,1257.5881554416214,15.748875865447761,4.833974549122654
TIDDYKONG,14,7,7,2020-04-04 00:00:00,1545.312555840745,25.86425919396075,5.730517834960294,8.67270568907987,1633.4481394760771,27.508198829585016,3.782174951770359
TIGERTANK,3,3,0,2020-04-16 00:00:00,1667.1228903153255,30.23950343507683,7.737023043852861,7.0284343035182495,1800.3417091163208,32.729705426194265,6.546447076264095
TOMMYGENERAL,78,39,39,2022-04-03 00:00:00,1703.579508766617,31.548970407789774,3.358819766901663,21.472511107084784,1645.312131626289,27.87938097523621,1.827745463278338
TOPBUM,59,36,23,2020-04-23 00:00:00,1700.1611491792933,31.426188066184565,4.179694151789068,18.88710561081736,1697.5459007036216,29.51358995279582,2.326306419417897
TPSDUDE,8,3,5,2019-05-19 00:00:00,1344.1903515502052,18.64025172465701,7.39468034477935,-3.543789309681042,1270.7237014756702,16.15984041258218,5.031804585025842
TRAPMAKER,201,85,116,2023-04-21 00:00:00,1460.8119399465295,22.829124000738865,2.33980052997797,15.809722410804955,1453.4935082773866,21.878058040339354,1.3196295251656938
